week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,2.0
2022-00,0.12726918146427071,1.0,-0.3662015985561127,1.0,1.0
2022-01,-0.06569704784605011,0.2728954585706524,-0.3872249445099879,0.02973150097443182,2.0
2022-02,-0.19754913047263878,0.6017148250452037,0.4381635466732166,1.5243958344820412,3.0
2022-03,-0.25866327715637094,1.0,-0.4082482904638631,1.0,1.0
2022-04,1.536317649776136,1.0,-0.5155779918043838,1.0,1.0
2022-05,-0.0739394642690182,0.6238716992557639,-0.0715946191710456,0.6596043595371602,9.0
2022-07,0.26081584504141503,0.27531117227342927,0.4447798629324396,1.760162595754952,4.0
2022-08,-0.924605489212431,1.5586179513192298,-0.502262446624357,0.02465111107305762,4.0
2022-09,-2.0923688145234838,1.0,-0.4225076181697364,1.0,1.0
2022-10,0.31420402313302853,1.1754819578170843,-0.16883819917522946,0.961753651799072,6.0
2022-11,1.0184414420427148,0.9071529792138747,-0.5085571920651223,0.18453822806654402,6.0
2022-12,0.12726918146427071,1.0,-0.3662015985561127,1.0,1.0
2022-13,0.26741089084116615,0.45800147149435083,-0.4082482904638631,1.0,3.0
2022-14,-0.1892562370713546,1.4541758275001335,0.6023695513379657,1.5916811211182929,4.0
2022-15,0.13957866827394796,0.35742652215773946,-0.48914365446648583,0.1369182068842064,4.0
2022-16,0.2702454291784208,0.6339419193743037,-0.5301037487235085,0.23179264366884275,3.0
2022-17,-0.1637614391662011,0.8803438644048398,-0.4998583305471021,0.07680594207504542,10.0
2022-18,0.6714984143092191,0.6606702195797992,0.21908343944973474,1.2790071554911073,3.0
2022-19,0.3814487900730167,1.1444590144891886,-0.22185885654735876,0.5611253581263838,5.0
2022-20,-0.08474028839438649,0.7765397719800393,-0.45963595097680926,0.10871395109900314,7.0
2022-21,0.05967337062721656,0.9184515553235313,0.9296205138523078,1.667215071952786,5.0
2022-23,-0.012544996699037969,1.3526608659152612,0.865948470527744,1.2412331363635685,4.0
2022-24,0.05531738493785149,0.7815703100772857,-0.14722614706616882,0.6858733808924262,8.0
2022-25,-0.2592506193624009,1.0940826639716068,-0.5282250220717328,0.18745178798457296,11.0
2022-26,0.030306414397971274,0.73056929288945,-0.461441510035191,0.2442832050076452,11.0
2022-27,-0.4430329470624828,0.9292539503932545,-0.08908903279986284,0.964099085187397,22.0
2022-28,-0.16063049854278044,1.123528388541069,-0.4446864229381552,0.4636081039929821,25.0
2022-29,-0.15823787928722283,0.9109158910534649,-0.32082036259033764,0.7680219237568952,19.0
2022-30,-0.32459170929785575,0.8611665791556846,0.5059529622593173,1.3712706115986912,17.0
2022-31,-0.43658102526264814,0.6735228789360649,0.06792843487245853,1.3271103827459596,19.0
2022-32,-0.3001043514488997,0.8018331912180017,0.07550600799952953,0.8843250739821729,15.0
2022-33,0.09012611422540684,0.48659902028490193,-0.09027269144929617,0.9075964365466462,7.0
2022-34,0.010064052444017453,1.073469292706604,-0.021623628137483027,0.849381913552612,15.0
2022-35,-0.5215387370154637,1.184027409420328,-0.07386395921999564,0.9355612576791354,14.0
2022-36,-0.2846353081496473,0.7520221930460302,-0.11284617311697961,1.0342309113558203,17.0
2022-37,0.5431961842799727,1.6057122045613854,0.1417812949027855,1.1210891639807212,12.0
2022-38,-0.3806218205509506,0.8455590722469944,-0.15248913656771368,0.831960680449313,39.0
2022-39,-0.08371436599438899,0.9364759385569988,-0.05844501768041607,0.9028354191604716,263.0
2022-40,-0.010637017705824084,1.0038417477990897,0.009641480379831618,1.0202961938375597,428.0
2022-41,-0.0022615773829047763,1.0186012481005828,-0.00547777326855929,1.0388264403926162,808.0
2022-42,0.041994776654271516,0.9697489938269916,-0.025206096877092514,0.9585616945696689,1194.0
2022-43,-0.01281236750774339,0.9620645796733244,-0.037289252891444837,0.9503070997484442,1091.0
2022-44,0.02367314705818867,0.9681906847593938,0.05803109214980261,1.0215104997811713,976.0
2022-45,0.04072710099018903,1.0331211962787157,0.06957432916844046,1.0538291614003175,999.0
2022-46,0.028087735699063927,0.9922231251047624,0.041242786920713904,1.0144645969944914,597.0
2022-47,-0.09776907645860762,1.02619525856723,-0.012818803844113,0.9723823264378604,284.0
2022-48,-0.022444196628308214,1.0044874942400661,-0.05875006698394242,0.9274912355437246,343.0
2022-49,-0.1139187860891134,1.444656919433316,-0.10535017092601082,0.8298849865077099,20.0
