,summary,Wirtschaft,Russland,Politik,Quelle,Wetter,Gesellschaft,Other,Klimawandel,word
skepsis trotz,7.610073601033244,-0.00564775893676061,0.04806379098628183,0.45629607994608795,0.04106042697054513,-0.22675724494668612,-0.25374035874049505,-0.613801668720449,-0.11480247699568386,skepsis trotz
gefüllter,7.379373237851508,-0.01610087628782608,0.03311099183019378,0.5022280862053384,0.02786513280548581,-0.22997946353350246,-0.2568785933720465,-0.5830175331584387,-0.12018979226240485,gefüllter
trotz ge+füll+t,7.379373237851508,-0.01610087628782608,0.03311099183019378,0.5022280862053384,0.02786513280548581,-0.22997946353350246,-0.2568785933720465,-0.5830175331584387,-0.12018979226240485,trotz ge+füll+t
Speicher,29.58715659516027,-0.26927404939811395,-0.12806931964171508,0.19643899860238215,0.04991869949545942,0.42229143996410734,0.22261189004419218,-1.971669193629495,-0.4766312872966693,Speicher
ge+füll+t speicher,8.07888806977088,-0.016110409322662837,0.04281865909660602,0.5151865019074334,0.03377464863689236,-0.24553849606274403,-0.27261689612828355,-0.6735830732087688,-0.13113858726993177,ge+füll+t speicher
speicher die,9.129421147136616,-0.016224730491283673,0.05492216938869309,0.5302835953584905,0.04108800391321541,-0.26482229099153237,-0.2921137616318673,-0.7958311166800425,-0.14499825905144337,speicher die
die deutsch,19.822567877885234,-0.08421484867917078,-0.002328068178701575,0.44134308943552103,-0.032235478709569894,-0.4667358222434991,-0.07768504979098051,0.8497829429253106,-0.3293550902352382,die deutsch
Gasspeicher,218.3159216711166,-0.11540576861957859,0.10951110339182868,0.5977032942979864,0.12409830022748429,-0.11535796243149903,-0.4509662185767208,-1.383875386877675,-0.43954252190853665,Gasspeicher
deutsch gas+speicher,54.59061466843477,-0.005426648441558943,0.13757620087209343,0.6045906895569806,0.09047849319613584,-0.3312726766661809,-0.44640118517762556,-2.584190800729099,-0.30270633067514074,deutsch gas+speicher
"91,5",20.92015084532965,-0.06693924729228547,0.06524807451322781,0.5401932462229804,0.027294336180454477,-0.4034532792109196,-0.43153032293636984,0.52555291336718,-0.26415140978910884,"91,5"
"gas+speicher 91,5",17.900602917849262,-0.04731754734526477,0.07580898854994324,0.5521652719544992,0.04144692560287336,-0.37162076209510775,-0.3996136891746279,0.1325798683660914,-0.23436491498798354,"gas+speicher 91,5"
"91,5 prozent",19.701643142334753,-0.06918360272360889,0.05893285132025128,0.5345589897693919,0.02259285005425454,-0.40024398728999616,-0.4282846385772805,0.5781903658646739,-0.2618261218965915,"91,5 prozent"
gefüllt,27.625989764190223,-0.0257036667417024,0.032842097664349965,0.5183737483186266,0.026966455200555697,-0.1329887046133351,-0.2896144490333727,-0.16311356306417382,-0.32674825991663886,gefüllt
prozent füll,11.302920501714825,-0.016692905342425877,0.0737130596092469,0.5514951497103265,0.05229698029328527,-0.2944963589528786,-0.32208969259785125,-1.0093899690776145,-0.16709057469850755,prozent füll
Speicherbetreiber,9.934928540690297,-0.016370701202565428,0.06269307991432259,0.539376295222683,0.04574657620706621,-0.277132414432395,-0.30455340609471987,-0.8803855085674619,-0.15404050327845156,Speicherbetreiber
doch speicher+betreiber,9.934928540690297,-0.016370701202565428,0.06269307991432259,0.539376295222683,0.04574657620706621,-0.277132414432395,-0.30455340609471987,-0.8803855085674619,-0.15404050327845156,doch speicher+betreiber
skeptisch,12.122513063767354,-0.06647919724400232,0.02563552663583548,0.5035058483365185,0.003545083920603696,-0.3468092221535233,-0.37442708532606983,0.6398205724838103,-0.21879264038493387,skeptisch
speicher+betreiber skeptisch,8.907370938211534,-0.016192387642057673,0.05257024156377112,0.5274401089620749,0.03967211995105925,-0.26108554779305754,-0.28833663699661327,-0.7712079545512286,-0.14228489306279204,speicher+betreiber skeptisch
95-Prozent-Ziel,8.636664603989457,-0.01147382957608472,0.05471328585641537,0.5018057343200885,0.04282560768834209,-0.25234502022208133,-0.27955181268937934,-0.7403452923509134,-0.13466944620906574,95-Prozent-Ziel
skeptisch 95-prozent-ziel,8.636664603989457,-0.01147382957608472,0.05471328585641537,0.5018057343200885,0.04282560768834209,-0.25234502022208133,-0.27955181268937934,-0.7403452923509134,-0.13466944620906574,skeptisch 95-prozent-ziel
95-prozent-ziel november,9.192217961742562,0.003912026704976046,0.07763463718123975,0.432965924792825,0.06278859813674334,-0.2486663883101621,-0.27600078330480504,-0.8026860776512739,-0.12775689749024305,95-prozent-ziel november
erreicht,13.630169282187472,-0.015579231442594758,0.09005599171539427,0.3459173740776866,0.06262184375622036,-0.31551552689256285,-0.3433134929953769,0.3426352178728967,-0.18303879535196454,erreicht
november er+reich,13.630169282187472,-0.015579231442594758,0.09005599171539427,0.3459173740776866,0.06262184375622036,-0.31551552689256285,-0.3433134929953769,0.3426352178728967,-0.18303879535196454,november er+reich
Bei,31.5056176786126,-0.2666961486909737,-0.06607652506968832,0.05920871556475156,0.11454065530675923,0.2604737404232894,0.17569139547597207,-0.49580441327714553,-0.31599415883580523,Bei
er+reich bei,10.44798756432543,0.020257705526696403,0.10707823919652472,0.35822820849174264,0.08707633642657896,-0.252209192033801,-0.2797498111281159,-0.9307382075618252,-0.1261187256316103,er+reich bei
fallenden,10.767409775954015,0.02302812896607338,0.11268298441099238,0.3453183959483306,0.09156325289581203,-0.2536613039562695,-0.2812437333315232,-0.9608527838901842,-0.1265272976927939,fallenden
bei fall+end,10.767409775954015,0.02302812896607338,0.11268298441099238,0.3453183959483306,0.09156325289581203,-0.2536613039562695,-0.2812437333315232,-0.9608527838901842,-0.1265272976927939,bei fall+end
fall+end temperatur,11.832527534259157,0.030968558846019328,0.12911954707024786,0.30687424477099473,0.10464500878666717,-0.2581993852287976,-0.28590076183389185,-1.0551811350711955,-0.12810926826806107,fall+end temperatur
steige,14.497872915515302,0.04527657536985107,0.1600672421782547,0.23085006702823352,0.12900828986535118,-0.2675504184111397,-0.29545583263210884,-1.2583307684569525,-0.13243344573750734,steige
temperatur steig,14.497872915515302,0.04527657536985107,0.1600672421782547,0.23085006702823352,0.12900828986535118,-0.2675504184111397,-0.29545583263210884,-1.2583307684569525,-0.13243344573750734,temperatur steig
steig gas+verbrauch,13.977303685490407,0.05886271865968604,0.171978307856431,0.13328058213348798,0.1415828373208736,-0.25162861443124973,-0.27951525728010024,-1.22176367405564,-0.11697177702436798,steig gas+verbrauch
senke,8.443278061150663,0.014756016272735395,0.08129872535473114,0.3638419005208032,0.06927158057156366,-0.22667171745544573,-0.253884666744202,-0.717699454345607,-0.10883961279857249,senke
gas+verbrauch senk,8.443278061150663,0.014756016272735395,0.08129872535473114,0.3638419005208032,0.06927158057156366,-0.22667171745544573,-0.253884666744202,-0.717699454345607,-0.10883961279857249,gas+verbrauch senk
Einspeichermöglichkeiten,7.665678923613418,-0.0037979614782695393,0.05089265100935903,0.4481355181454345,0.043506588394684735,-0.22647398756644274,-0.2534751595338128,-0.6210819081835011,-0.11405490461849727,Einspeichermöglichkeiten
senk einspeichermöglichkeit,7.665678923613418,-0.0037979614782695393,0.05089265100935903,0.4481355181454345,0.043506588394684735,-0.22647398756644274,-0.2534751595338128,-0.6210819081835011,-0.11405490461849727,senk einspeichermöglichkeit
Gasverbrauch…,13.841193105651277,0.06864841391272755,0.1817640031094727,0.0568869285253507,0.15136853257391522,-0.24184291917820802,-0.2697295620270588,-1.2119779788025984,-0.10718608177132642,Gasverbrauch…
steig gasverbrauch…,13.841193105651277,0.06864841391272755,0.1817640031094727,0.0568869285253507,0.15136853257391522,-0.24184291917820802,-0.2697295620270588,-1.2119779788025984,-0.10718608177132642,steig gasverbrauch…
+5885,8.463364529903295,0.04289482607561906,0.11243274125455736,0.19031460696321734,0.09923031526539448,-0.2032049026344482,-0.2304691896036531,-0.7200756184001075,-0.08406954296518777,+5885
gasverbrauch… +5885,8.463364529903295,0.04289482607561906,0.11243274125455736,0.19031460696321734,0.09923031526539448,-0.2032049026344482,-0.2304691896036531,-0.7200756184001075,-0.08406954296518777,gasverbrauch… +5885
+5885 chars,7.833814467743166,0.037402931070584206,0.09867719024151012,0.21398596724964747,0.0887149724335488,-0.19573960671370594,-0.2228600448611615,-0.6427783772827687,-0.08026478202669048,+5885 chars
Energieserie,5.730130438343231,0.22199659771353786,0.04887735198482693,-0.05393699101568308,0.05350115185583007,-0.14730464854407282,-0.17370634159780868,-0.3300671198492777,-0.05053174947919535,Energieserie
Teil,11.87772336534954,0.08897533859329523,-0.37702326826577404,-0.6041901610959766,-0.45067484807901853,-0.7079280780911876,-0.17134155697107786,-1.058993484929614,1.2745962737657133,Teil
energie+serie teil,5.782168318092015,0.22070570834046357,0.05106868854216365,-0.05460890848242079,0.05519380288433942,-0.14852821032190364,-0.1749558465755034,-0.33910757914766493,-0.051068231756865444,energie+serie teil
teil die,5.8157419503538526,0.21988614505949414,0.052459709219566976,-0.05503782903766586,0.056267763195948485,-0.14930683423905325,-0.17575093101719153,-0.344897195598573,-0.05141138601210273,teil die
kreativsten,5.833000958264493,0.2194688185856885,0.053167972771929084,-0.05525694573470624,0.05681443688972026,-0.14970386313154183,-0.1761563385191664,-0.3478604373277493,-0.05158689575863295,kreativsten
die kreativ,5.833000958264493,0.2194688185856885,0.053167972771929084,-0.05525694573470624,0.05681443688972026,-0.14970386313154183,-0.1761563385191664,-0.3478604373277493,-0.05158689575863295,die kreativ
Ideen,7.501981304425539,0.1236850808700845,0.018526522872519324,0.09993396955805645,0.07176337760680196,-0.24505674331654953,0.05234288177640344,-0.5994959848508448,-0.13517529749530413,Ideen
kreativ idee,5.886791095259564,0.21818518675517473,0.05534631845115979,-0.05593396029969955,0.05849513782393369,-0.15092742848215698,-0.17740566129467825,-0.3570398689173368,-0.05213006173348134,kreativ idee
Energiezukunft,10.60972894991607,0.23054640943325733,0.14224360551807158,-0.10876332877925779,0.12066573154156361,-0.22698309263615019,-0.2545823475110301,-0.9461002309105214,-0.09942979371612913,Energiezukunft
idee energie+zukunft,5.96865712920161,0.2162797162087456,0.05857971526886031,-0.05694763227702659,0.06098799322325133,-0.15275049720302866,-0.17926692500613517,-0.370850790893325,-0.05294582839129845,idee energie+zukunft
Jede,6.04714717575913,0.21450539043716774,0.06159069296209055,-0.05790119334426382,0.06330729793949597,-0.15445563326010497,-0.18100758150532006,-0.38391544490836194,-0.05371595720559372,Jede
energie+zukunft jede,6.04714717575913,0.21450539043716774,0.06159069296209055,-0.05790119334426382,0.06330729793949597,-0.15445563326010497,-0.18100758150532006,-0.38391544490836194,-0.05371595720559372,energie+zukunft jede
jede kilowattstunde,6.0747646417555226,0.21389292185561065,0.06263013181154801,-0.05823257363621312,0.06410748352782697,-0.1550459621172407,-0.1816101607071119,-0.38847207165122283,-0.053984212275230044,jede kilowattstunde
zählt,17.853060313604562,0.1580237006999949,0.18946096598411072,-0.21662043505819364,0.2458059637785361,-0.34311185563861213,-0.1695838948639807,-1.4665037649437114,-0.20539365329281753,zählt
kilowattstunde zähl,6.162485824569283,0.21198709736335528,0.06586512578471974,-0.05927126337865652,0.0665962551356687,-0.15688880697665786,-0.18349108817101478,-0.4028090643663915,-0.05482711324426913,kilowattstunde zähl
Geiste,6.225445289063914,0.2106552261277923,0.068126581021935,-0.06000409443225378,0.06833457809994428,-0.1581821360150077,-0.18481099641756232,-0.4129737974451594,-0.05542369763712138,Geiste
Daniel,6.2718926452494586,0.20969130101380662,0.06976375625439299,-0.060538145283889816,0.06959225467315727,-0.15912106576532684,-0.1857691440292952,-0.42040699166460765,-0.05585944165259855,Daniel
geist daniel,6.2718926452494586,0.20969130101380662,0.06976375625439299,-0.060538145283889816,0.06959225467315727,-0.15912106576532684,-0.1857691440292952,-0.42040699166460765,-0.05585944165259855,geist daniel
Düsentriebs,6.32047007697727,0.20869966232909234,0.0714484984209032,-0.06109084528209222,0.0708857762570877,-0.16008959600265193,-0.18675742788810085,-0.42812240993428247,-0.056311273325383736,Düsentriebs
daniel düsentriebs,6.32047007697727,0.20869966232909234,0.0714484984209032,-0.06109084528209222,0.0708857762570877,-0.16008959600265193,-0.18675742788810085,-0.42812240993428247,-0.056311273325383736,daniel düsentriebs
suchen,6.4092039129622576,0.20693051546583177,0.07445567332444623,-0.062085419301168156,0.07319284998768744,-0.16182427107965683,-0.18852730085135827,-0.44206389394708956,-0.057126564952768334,suchen
düsentriebs such,6.4092039129622576,0.20693051546583177,0.07445567332444623,-0.062085419301168156,0.07319284998768744,-0.16182427107965683,-0.18852730085135827,-0.44206389394708956,-0.057126564952768334,düsentriebs such
kreative,6.464483829279819,0.20585509409325914,0.0762847491001024,-0.06269548297180769,0.07459494835948469,-0.16288309742936724,-0.18960749462489948,-0.4506519935173521,-0.05762807274242934,kreative
such kreativ,6.464483829279819,0.20585509409325914,0.0762847491001024,-0.06269548297180769,0.07459494835948469,-0.16288309742936724,-0.18960749462489948,-0.4506519935173521,-0.05762807274242934,such kreativ
Ingenieure,6.539818717799648,0.20442140267463793,0.07872465913436583,-0.06351543951478467,0.07646390069559766,-0.16429996704884484,-0.19105281514007963,-0.46223827136701107,-0.058303814318936636,Ingenieure
kreativ ingenieur,6.539818717799648,0.20442140267463793,0.07872465913436583,-0.06351543951478467,0.07646390069559766,-0.16429996704884484,-0.19105281514007963,-0.46223827136701107,-0.058303814318936636,kreativ ingenieur
ingenieur neu,6.68732159023056,0.2017161516869654,0.08333402088586453,-0.06508414304699715,0.07999017545076215,-0.166990678811709,-0.19379709689566438,-0.4845422590428548,-0.05960199116046019,ingenieur neu
Lösungen,10.6719313314073,0.40820085687572216,0.09565388278814635,-0.1483133656368999,0.07534400556303618,-0.2655811924050167,-0.29313343727849,-0.9519458799621943,-0.13920032653451891,Lösungen
neu lösung,6.747777257861229,0.2006446234434215,0.08516203746474628,-0.06571357517210677,0.08138698895860716,-0.1680629304689556,-0.19489052378649258,-0.4935419807961831,-0.06012485373874405,neu lösung
Fünf,9.798437406034443,-0.15834903775744763,-0.2687868585648371,-0.423949984328276,0.07507555726923008,0.8233738208687044,-0.05010794726910413,-0.8665517498724137,-0.4181767793426383,Fünf
Beispiele,6.913553876708599,0.19781118488876534,0.0900032327736577,-0.06740119311321122,0.08508147755394069,-0.1709169812859829,-0.19780044204119046,-0.5178126400606515,-0.06153229410255488,Beispiele
fünf beispiel,6.913553876708599,0.19781118488876534,0.0900032327736577,-0.06740119311321122,0.08508147755394069,-0.1709169812859829,-0.19780044204119046,-0.5178126400606515,-0.06153229410255488,fünf beispiel
Tüfteln,7.1463995003183065,0.19407334269121695,0.09640914899746626,-0.06968210847840903,0.08995903147836953,-0.17472624166293443,-0.20168310190728758,-0.5509374887576949,-0.06344728125263949,Tüfteln
beispiel tüfteln,7.1463995003183065,0.19407334269121695,0.09640914899746626,-0.06968210847840903,0.08995903147836953,-0.17472624166293443,-0.20168310190728758,-0.5509374887576949,-0.06344728125263949,beispiel tüfteln
Scheitern,7.518753226038963,0.188620168635605,0.10580528723149572,-0.07313221497674435,0.09708912072289111,-0.18038353786305722,-0.20744679949780467,-0.6017291550795852,-0.06637129251322155,Scheitern
tüfteln scheitern,7.518753226038963,0.188620168635605,0.10580528723149572,-0.07313221497674435,0.09708912072289111,-0.18038353786305722,-0.20744679949780467,-0.6017291550795852,-0.06637129251322155,tüfteln scheitern
scheitern unser,7.782197219784412,0.18510588197257227,0.11190029004545295,-0.07544087161235852,0.10169770486032337,-0.18409951307766959,-0.2112308663547422,-0.63616754258595,-0.06834597047319332,scheitern unser
unser energie+zukunft,7.970608685156945,0.18274825806890269,0.11601011817891983,-0.0770307675669953,0.10479748120041014,-0.18662650574748155,-0.2138033082339411,-0.6600896871986568,-0.06971411181684192,unser energie+zukunft
Energiesystem,8.568639547313238,0.17601426057204442,0.12786067504620166,-0.08177457895420084,0.11369825137942557,-0.1940136828438494,-0.22131916235230426,-0.7324377993434014,-0.0738351309664667,Energiesystem
das energie+system,8.568639547313238,0.17601426057204442,0.12786067504620166,-0.08177457895420084,0.11369825137942557,-0.1940136828438494,-0.22131916235230426,-0.7324377993434014,-0.0738351309664667,das energie+system
fit,9.420296098919136,0.16803077597679925,0.14218445676552552,-0.08785320650736858,0.12437613529508462,-0.2031560932114054,-0.2306116042150603,-0.8271953463735043,-0.07919698456312843,fit
energie+system fit,9.420296098919136,0.16803077597679925,0.14218445676552552,-0.08785320650736858,0.12437613529508462,-0.2031560932114054,-0.2306116042150603,-0.8271953463735043,-0.07919698456312843,energie+system fit
Zukunft,11.103421589251532,0.14887335496917106,0.1555104991083087,-0.025123724824639617,0.13214461133481695,-0.224910816478097,-0.2525739839784976,-0.9915821373755059,-0.09576823399054915,Zukunft
fit zukunft,11.017207331501677,0.1566683136568035,0.16330545779594105,-0.09760500955689372,0.13993957002244944,-0.21711585779046463,-0.24477902529086518,-0.9837871786878734,-0.08797327530291664,fit zukunft
Kohle,29.898412042453476,0.15110601653200598,0.2402644566530319,-0.11229858813545131,0.17233705552599837,-0.3233990794365896,-0.35166664790122787,-0.7389836034570847,-0.17949946790117283,Kohle
zukunft kohle,13.20019817548628,0.14593945904842287,0.18444287108574642,-0.10846793918401576,0.15526867759021262,-0.23175299788275272,-0.259604038832657,-1.1645606680470035,-0.09797015955744502,zukunft kohle
kohle gas,22.771142744977197,0.12454898505914831,0.2334220165434189,-0.1390447400437426,0.18968234597670472,-0.26904860833046856,-0.2972381102328856,-1.7098228905178243,-0.12702666951974548,kohle gas
Herausforderung,19.577289790716485,0.14451477433623397,0.055615524450563704,-0.22545247845844207,0.09642655360299253,0.22807855550643694,-0.10876677732613374,-1.5586990355688575,-0.2638679044296177,Herausforderung
die herausforderung,14.774686112712837,0.1403295998479151,0.19617337409271482,-0.11504724716132843,0.16365778977684112,-0.24021242441635343,-0.2681576461364782,-1.2772441438530153,-0.10412124134548423,die herausforderung
gigantisch,11.134881721711254,0.155971745691985,0.16463674672711906,-0.09825458382790318,0.14091265512166098,-0.21801681450375193,-0.24569244702530296,-0.994411503717637,-0.0885649028293626,gigantisch
herausforderung gigantisch,11.134881721711254,0.155971745691985,0.16463674672711906,-0.09825458382790318,0.14091265512166098,-0.21801681450375193,-0.24569244702530296,-0.994411503717637,-0.0885649028293626,herausforderung gigantisch
Kopfzerbrechen,10.002774662775508,0.16342428926802605,0.15062510070044047,-0.09163022190717783,0.13062319793049496,-0.20866233052988506,-0.23620294962420008,-0.8871913460579095,-0.08257186412769454,Kopfzerbrechen
unausweichlich,9.060356138616088,0.17120395196478883,0.13644967757643003,-0.08537153057127443,0.12011221533296747,-0.199466363138646,-0.2268626012870789,-0.7882372534532981,-0.07699728153000111,unausweichlich
kopfzerbrechen unausweichlich,9.060356138616088,0.17120395196478883,0.13644967757643003,-0.08537153057127443,0.12011221533296747,-0.199466363138646,-0.2268626012870789,-0.7882372534532981,-0.07699728153000111,kopfzerbrechen unausweichlich
Dabei,14.559910855603023,-0.11992532006808095,-0.0637293123219636,-0.29412794494875044,0.019999359239285693,0.5597319624415257,-0.1770043608550761,-1.262600745468021,0.04782785073513557,Dabei
bietet,8.24284879703727,0.17954982075854842,0.12161641327801498,-0.07924465641035922,0.10901538392595757,-0.19010223176406515,-0.21734037182901628,-0.693674837240044,-0.07163020037242142,bietet
dabei biet,8.24284879703727,0.17954982075854842,0.12161641327801498,-0.07924465641035922,0.10901538392595757,-0.19010223176406515,-0.21734037182901628,-0.693674837240044,-0.07163020037242142,dabei biet
Energiewende,8.337626059620069,0.3371013024903807,0.06734057920572321,-0.008597793456636763,0.05625871338931841,-0.23443816950186414,-0.2616091262165381,-0.7051073559950147,-0.1176746763210771,Energiewende
biet energie+wende,7.94576925776344,0.18305206717196246,0.11547949174841506,-0.07682394923050384,0.1043976259320103,-0.18629925695917232,-0.2134702136738462,-0.6569684434523229,-0.06953576377838523,biet energie+wende
gehört,7.264809535162222,0.19227282918570732,0.09950422761843142,-0.07080447864411063,0.09231095691635693,-0.17658041352897585,-0.2035724989113231,-0.5673709051810292,-0.06439491242952901,gehört
energie+wende gehör,7.264809535162222,0.19227282918570732,0.09950422761843142,-0.07080447864411063,0.09231095691635693,-0.17658041352897585,-0.2035724989113231,-0.5673709051810292,-0.06439491242952901,energie+wende gehör
+3451,7.118368462914129,0.19450917554960134,0.09566092628048008,-0.06941279911267938,0.08938999420298899,-0.17427935504115452,-0.20122767547076353,-0.5470073759712077,-0.06322041999427382,+3451
gehör +3451,7.118368462914129,0.19450917554960134,0.09566092628048008,-0.06941279911267938,0.08938999420298899,-0.17427935504115452,-0.20122767547076353,-0.5470073759712077,-0.06322041999427382,gehör +3451
+3451 chars,7.037699271315976,0.1957846428127292,0.09347328647833333,-0.068629831125792,0.08772522595829511,-0.17297574429865709,-0.19989904423670088,-0.5356101339778158,-0.06256201088745184,+3451 chars
Gasmangelsicherung,17.74896147739946,-0.18002943845185873,-0.06691384925511377,0.4105314576308001,-0.0347036399818947,-0.0019939057239135726,0.3138532545528031,-1.460655831167185,-0.3558639341359128,Gasmangelsicherung
Können,11.60740032403923,-0.3436535406438196,-0.018313673220971497,0.19222951361637444,-0.13892742915440023,0.29213232271560746,0.19698458925000967,-1.0359716789448634,-0.013823912633942401,Können
gasmangelsicherung können,10.630537975942712,-0.25574148725897305,-0.19322808904552372,0.28014156700122095,-0.05101537576955376,0.380044376100454,0.28489664263485603,-0.9480596255600167,-0.37480368810226433,gasmangelsicherung können
Heizungen,11.441901956935817,-0.24200466619393451,-0.17085776631395777,0.18717388285588066,-0.03339288661973222,0.3856126308398651,0.30556325207451696,-1.0216110523826936,-0.37077819475409424,Heizungen
können heizung,11.441901956935817,-0.24200466619393451,-0.17085776631395777,0.18717388285588066,-0.03339288661973222,0.3856126308398651,0.30556325207451696,-1.0216110523826936,-0.37077819475409424,können heizung
Gasmangel,168.34085057238357,-0.1592326924660261,0.06026419172958307,-0.13923031148453804,0.08234817162413545,0.039531141706539534,0.4496696401255636,-3.7103196217487686,-0.4583305297753201,Gasmangel
heizung gas+mangel,17.74896147739946,-0.18002943845185873,-0.06691384925511377,0.4105314576308001,-0.0347036399818947,-0.0019939057239135726,0.3138532545528031,-1.460655831167185,-0.3558639341359128,heizung gas+mangel
gas+mangel winter,14.492748800043923,-0.4606700760525284,-0.3878292581082595,-0.15718582315962956,-0.04124301103017991,0.8772486245621989,0.30358193444836806,-1.2579772668608145,-0.5913478724937999,gas+mangel winter
einfach,11.731588067308543,-0.354295725580858,-0.2917823273674087,-0.017139760296449865,-0.037722091220707216,0.6963867038128108,0.30186186183558855,-1.0466138638819018,-0.47335792642414926,einfach
winter einfach,11.731588067308543,-0.354295725580858,-0.2917823273674087,-0.017139760296449865,-0.037722091220707216,0.6963867038128108,0.30186186183558855,-1.0466138638819018,-0.47335792642414926,winter einfach
ausfallen,10.377541529751632,-0.3158189183296354,-0.26210736840659293,0.044997355264693985,-0.03978796074246463,0.6160787539994959,0.2956558915899546,-0.9239728281133239,-0.4249736363885587,ausfallen
einfach aus+fall,10.377541529751632,-0.3158189183296354,-0.26210736840659293,0.044997355264693985,-0.03978796074246463,0.6160787539994959,0.2956558915899546,-0.9239728281133239,-0.4249736363885587,einfach aus+fall
eigentlich,9.779003899771174,-0.20571910821199899,-0.3219983730737097,0.021370709768529894,-0.025813509012648332,0.4672106260123656,0.31735666480360386,-0.8645664533934051,-0.1207511657327707,eigentlich
was eigentlich,9.03664585442189,-0.2847722096092289,-0.2430488167043904,0.10032026613784885,-0.044629525308318596,0.5461601823816846,0.28485171875590654,-0.7856168970240859,-0.3804322202689071,was eigentlich
Vorbeugung,8.449419049508148,-0.29106189354854467,-0.25810425631180905,0.10595485445473783,-0.0512072329391209,0.5655123716430274,0.2745878460427559,-0.7184265127410516,-0.37686361697344606,Vorbeugung
eigentlich vorbeugung,8.449419049508148,-0.29106189354854467,-0.25810425631180905,0.10595485445473783,-0.0512072329391209,0.5655123716430274,0.2745878460427559,-0.7184265127410516,-0.37686361697344606,eigentlich vorbeugung
dient,8.507938134737618,-0.3397242538790827,-0.31197159439915373,0.0621213861800867,-0.05927170167355224,0.6749916072300052,0.2664614937723594,-0.7253284511620445,-0.4196796953404324,dient
vorbeugung dien,8.507938134737618,-0.3397242538790827,-0.31197159439915373,0.0621213861800867,-0.05927170167355224,0.6749916072300052,0.2664614937723594,-0.7253284511620445,-0.4196796953404324,vorbeugung dien
dien winter,11.223530024924159,-0.6865629166561649,-0.6679074959320375,-0.280078189830472,-0.07989859690800838,1.132884596560476,0.25690882643749646,-1.0023412948625376,-0.7563200376908166,dien winter
winter viele,8.696178944540693,-0.4568595577919559,-0.44164750483799925,-0.04980858775334545,-0.07349374815601042,0.8797875763671764,0.25264505703509704,-0.7472125526792176,-0.5227648168777812,winter viele
Problem,14.600463379549806,-0.08000447331928323,0.02596467015278731,-0.06105982938434828,0.08874799183225325,0.3079957219501447,-0.022662018035992847,-1.2653820918089314,-0.24783791198975128,Problem
mensch problem,7.686416818044397,-0.34602538388750154,-0.33254630139240143,0.04704933307706551,-0.06402792025574111,0.7079935326455545,0.2418015669603942,-0.6237835467602161,-0.4099940922971349,mensch problem
kleines,7.999636643921711,-0.3404100956334352,-0.32074783279540064,0.009437916862606473,-0.050503448231159216,0.7241347480205094,0.2173694470576515,-0.6637249464115144,-0.41129444231217105,kleines
ein klein,7.999636643921711,-0.3404100956334352,-0.32074783279540064,0.009437916862606473,-0.050503448231159216,0.7241347480205094,0.2173694470576515,-0.6637249464115144,-0.41129444231217105,ein klein
Ventil,8.428368152853865,-0.37103433053892854,-0.34852275271602323,-0.039032549913827964,-0.04804554564929109,0.7877028784112919,0.20918051348073552,-0.7159320023745211,-0.44511079599934084,Ventil
klein ventil,8.428368152853865,-0.37103433053892854,-0.34852275271602323,-0.039032549913827964,-0.04804554564929109,0.7877028784112919,0.20918051348073552,-0.7159320023745211,-0.44511079599934084,klein ventil
ventil winter,11.463254025940573,-0.6235959238833632,-0.5940449365093682,-0.33180345764615343,-0.05517835192264108,1.1117504487514598,0.20795742609122786,-1.0234754426715538,-0.7055704801695271,ventil winter
großen,13.860973452035784,-0.10622670161645201,-0.106555212140347,-0.15452903430016468,0.06015111281365474,0.525555467920589,0.07709101250523538,-1.2134060512029987,-0.351282928101501,großen
winter groß,9.280968998519263,-0.36754059280576723,-0.3324644815473928,-0.10446790740526628,-0.0278164482391847,0.8147053444826111,0.1761866556627201,-0.812294784563783,-0.4557236090252434,winter groß
Ärger,9.133619541984158,-0.31745617630068396,-0.2783081461034882,-0.07437779110956183,0.0644709625685221,0.6904991223409466,0.14381908032949003,-0.7962908862214858,-0.41021859318110876,Ärger
groß ärger,8.980065135700684,-0.3005012510587464,-0.2613532208615505,-0.057422865867624365,-0.013613118330103285,0.707454047582884,0.16077400557142751,-0.7793359609795482,-0.3932636679391714,groß ärger
sorgen,20.797764233316208,-0.41722415244400096,-0.2689549533094447,-0.05180442257915895,-0.027567832936966605,0.694845714485478,-0.08857229874173386,0.43304353119484196,-0.19377113759466622,sorgen
ärger sorg,8.897549338044302,-0.25742700171275984,-0.2143361384690609,-0.032952860919624634,-0.0014547772267022767,0.6302153495741397,0.14744280046263739,-0.7701047088179099,-0.3546258929558784,ärger sorg
ManometerFällt,8.953022337331747,-0.20940333500621433,-0.16019146688819436,-0.012615046346956264,0.015749559414164876,0.5354664125328678,0.12822153335430095,-0.7763199918768271,-0.3134922509807933,ManometerFällt
Druck,13.313305542312097,-0.14513224114144785,-0.051757914146859936,-0.11920751771634025,0.07098829241401969,0.18170980882998816,0.3593985480265861,-1.1730927771325628,-0.29885761952005363,Druck
manometerfällt druck,10.116383734699873,-0.11887870061452611,-0.047731800734549315,-0.01300798411443493,0.05451684196809745,0.3629886565999829,0.049441587556031806,-0.8984850868032849,-0.2476522291746858,manometerfällt druck
